eclipse,jetty,org.eclipse.jetty.ee9.webapp.JaspiConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.JettyWebXmlConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.JmxConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.JndiConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.JspConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.MetaInfConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.ServletsConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.WebAppConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.WebInfConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.WebXmlConfiguration,,
eclipse,jetty,org.eclipse.jetty.alpn.bouncycastle.client.BouncyCastleClientALPNProcessor,,
eclipse,jetty,org.eclipse.jetty.alpn.bouncycastle.server.BouncyCastleServerALPNProcessor,,
eclipse,jetty,org.eclipse.jetty.websocket.api.ExtensionConfig,,
eclipse,jetty,org.eclipse.jetty.websocket.common.ExtensionConfigParser,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.jakarta.client.webapp.JakartaWebSocketShutdownContainer,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.client.config.JettyWebSocketClientConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.jakarta.client.webapp.JakartaWebSocketShutdownContainer,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.client.config.JettyWebSocketClientConfiguration,,
eclipse,jetty,org.eclipse.jetty.util.component.AbstractLifeCycle,,
eclipse,jetty,org.eclipse.jetty.util.annotation.ManagedAttribute,,
eclipse,jetty,org.eclipse.jetty.util.annotation.ManagedObject,,
eclipse,jetty,org.eclipse.jetty.util.annotation.ManagedOperation,,
eclipse,jetty,org.eclipse.jetty.util.annotation.Name,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.tests.GetAuthHeaderEndpoint,,
eclipse,jetty,org.eclipse.jetty.server.handler.ContextHandler.ContextScopeListener,,
util,util,java.util.ArrayList,,
io,io,java.io.UncheckedIOException,,
eclipse,jetty,org.eclipse.jetty.websocket.core.RawFrameBuilder,,
nio,channels,java.nio.channels.ReadableByteChannel,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.StandardDescriptorProcessor,,
eclipse,jetty,org.eclipse.jetty.ee9.security.jaspi.JaspiAuthenticatorFactory,,
eclipse,jetty,org.eclipse.jetty.server.FormFields,,
eclipse,jetty,org.eclipse.jetty.fcgi.FCGI,,
eclipse,jetty,org.eclipse.jetty.quic.quiche.foreign.ForeignQuicheBinding,,
net,net,java.net.InetSocketAddress,,
net,net,java.net.URI,,
nio,charset,java.nio.charset.StandardCharsets,,
time,time,java.time.Duration,,
util,util,java.util.Arrays,,
util,util,java.util.Random,,
util,concurrent,java.util.concurrent.TimeUnit,,
util,concurrent,java.util.concurrent.atomic.AtomicInteger,,
util,concurrent,java.util.concurrent.atomic.AtomicLong,,
eclipse,jetty,org.eclipse.jetty.websocket.api.Session,,
eclipse,jetty,org.eclipse.jetty.websocket.client.ClientUpgradeRequest,,
eclipse,jetty,org.eclipse.jetty.websocket.client.WebSocketClient,,
eclipse,jetty,org.eclipse.jetty.websocket.core.OpCode,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.tests.SimpleStatusServlet,,
eclipse,jetty,org.eclipse.jetty.security.Constraint,,
eclipse,jetty,org.eclipse.jetty.security.HashLoginService,,
eclipse,jetty,org.eclipse.jetty.security.LoginService,,
util,concurrent,java.util.concurrent.CountDownLatch,,
eclipse,jetty,org.eclipse.jetty.security.SecurityHandler,,
eclipse,jetty,org.eclipse.jetty.websocket.api.Callback,,
eclipse,jetty,org.eclipse.jetty.security.authentication.BasicAuthenticator,,
eclipse,jetty,org.eclipse.jetty.websocket.api.StatusCode,,
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketClose,,
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketMessage,,
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketOpen,,
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.WebSocket,,
io,io,java.io.IOException,,
jakarta,servlet,jakarta.servlet.ServletException,,
jakarta,servlet,jakarta.servlet.http.HttpServlet,,
jakarta,servlet,jakarta.servlet.http.HttpServletRequest,,
jakarta,servlet,jakarta.servlet.http.HttpServletResponse,,
eclipse,jetty,org.eclipse.jetty.security.authentication.DigestAuthenticator,,
util,zip,java.util.zip.ZipEntry,,
util,zip,java.util.zip.ZipOutputStream,,
jakarta,websocket,jakarta.websocket.CloseReason,,
jakarta,websocket,jakarta.websocket.Endpoint,,
jakarta,websocket,jakarta.websocket.EndpointConfig,,
jakarta,websocket,jakarta.websocket.MessageHandler,,
jakarta,websocket,jakarta.websocket.Session,,
util,util,java.util.Collections,,
util,util,java.util.List,,
util,util,java.util.Map,,
jakarta,websocket,jakarta.websocket.ClientEndpointConfig,,
lang,management,java.lang.management.ManagementFactory,,
eclipse,jetty,org.eclipse.jetty.http2.frames.ContinuationFrame,,
eclipse,jetty,org.eclipse.jetty.util.Atomics,,
eclipse,jetty,org.eclipse.jetty.quic.client.ClientProtocolSession,,
jakarta,websocket,jakarta.websocket.WebSocketContainer,,
eclipse,jetty,org.eclipse.jetty.client.HttpClient,,
eclipse,jetty,org.eclipse.jetty.client.transport.HttpClientTransportOverHTTP,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.jakarta.client.JakartaWebSocketClientContainerProvider,,
eclipse,jetty,org.eclipse.jetty.io.ClientConnector,,
eclipse,jetty,org.eclipse.jetty.jmx.MBeanContainer,,
eclipse,jetty,org.eclipse.jetty.util.component.Container,,
eclipse,jetty,org.eclipse.jetty.util.component.LifeCycle,,
eclipse,jetty,org.eclipse.jetty.util.ssl.SslContextFactory,,
io,io,java.io.FileNotFoundException,,
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicSession,,
net,net,java.net.URL,,
eclipse,jetty,org.eclipse.jetty.util.resource.ResourceFactory,,
jakarta,websocket,jakarta.websocket.ContainerProvider,,
nio,nio,java.nio.ReadOnlyBufferException,,
eclipse,jetty,org.eclipse.jetty.websocket.core.WebSocketTester,,
eclipse,jetty,org.eclipse.jetty.client.Authentication.ANY_REALM,,
hamcrest,Matchers,org.hamcrest.Matchers.equalToIgnoringCase,,
eclipse,jetty,org.eclipse.jetty.server.ForwardedRequestCustomizer,,
eclipse,jetty,org.eclipse.jetty.http.content.CachingHttpContentFactory,,
eclipse,jetty,org.eclipse.jetty.server.LocalConnector,,
eclipse,jetty,org.eclipse.jetty.session.infinispan.SessionDataMarshaller,,
eclipse,jetty,org.eclipse.jetty.websocket.core.AbstractExtension,,
eclipse,jetty,org.eclipse.jetty.session.SessionHandler,,
net,net,java.net.ServerSocket,,
eclipse,jetty,org.eclipse.jetty.ee9.nested.HttpChannelState,,
javax,security,javax.security.auth.callback.NameCallback,,
javax,security,javax.security.auth.callback.UnsupportedCallbackException,,
junit,jupiter,org.junit.jupiter.api.TestInstance,,
nio,charset,java.nio.charset.StandardCharsets.UTF_16,,
javax,security,javax.security.auth.login.FailedLoginException,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.jakarta.client.JakartaWebSocketClientContainerProvider,,
infinispan,client,org.infinispan.client.hotrod.configuration.ClientIntelligence,,
jakarta,servlet,jakarta.servlet.http.MappingMatch,,
eclipse,jetty,org.eclipse.jetty.security.jaas.callback.DefaultCallbackHandler,,
infinispan,client,org.infinispan.client.hotrod.configuration.Configuration,,
eclipse,jetty,org.eclipse.jetty.http2.frames.GoAwayFrame,,
eclipse,jetty,org.eclipse.jetty.ee10.servlet.ServletContextHandler.JspPropertyGroup,,
eclipse,jetty,org.eclipse.jetty.http2.frames.PingFrame,,
eclipse,jetty,org.eclipse.jetty.http2.frames.PriorityFrame,,
eclipse,jetty,org.eclipse.jetty.http2.frames.PushPromiseFrame,,
security,security,java.security.InvalidKeyException,,
eclipse,jetty,org.eclipse.jetty.http2.frames.SettingsFrame,,
nio,charset,java.nio.charset.StandardCharsets.US_ASCII,,
eclipse,jetty,org.eclipse.jetty.ee10.servlet.ServletContextHandler.TagLib,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.Session,,
util,util,java.util.Formatter,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.WebSocketAdapter,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.client.ClientUpgradeRequest,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.client.WebSocketClient,,
eclipse,jetty,org.eclipse.jetty.http2.parser.Parser,,
eclipse,jetty,org.eclipse.jetty.session.ManagedSession,,
eclipse,jetty,org.eclipse.jetty.server.TrailingSlashAliasChecker,,
security,security,java.security.NoSuchProviderException,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.DefaultsDescriptor,,
security,security,java.security.PublicKey,,
security,security,java.security.SignatureException,,
security,cert,java.security.cert.CertificateEncodingException,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.StatusCode,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketClose,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketConnect,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketMessage,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.WebSocket,,
acme,acme,com.acme.Derived,,
eclipse,jetty,org.eclipse.jetty.jmx.ObjectMBean,,
eclipse,jetty,org.eclipse.jetty.io.DatagramChannelEndPoint,,
security,cert,java.security.cert.CertificateExpiredException,,
security,cert,java.security.cert.CertificateNotYetValidException,,
slf4j,slf4j,org.slf4j.Logger,,
slf4j,slf4j,org.slf4j.LoggerFactory,,
acme,acme,com.acme.Managed,,
eclipse,jetty,org.eclipse.jetty.security.PropertyUserStore,,
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackDecoder,,
openjdk,jmh,org.openjdk.jmh.profile.AsyncProfiler,,
eclipse,jetty,org.eclipse.jetty.ee9.servlets.DoSFilter.RateTracker,,
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicConfiguration,,
jakarta,servlet,jakarta.servlet.ServletRequestEvent,,
jakarta,servlet,jakarta.servlet.ServletRequestListener,,
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicConnection,,
util,util,java.util.HashMap,,
util,util,java.util.LinkedList,,
util,util,java.util.Queue,,
util,concurrent,java.util.concurrent.atomic.AtomicReference,,
jakarta,servlet,jakarta.servlet.AsyncContext,,
jakarta,servlet,jakarta.servlet.AsyncEvent,,
jakarta,servlet,jakarta.servlet.AsyncListener,,
io,io,java.io.PrintWriter,,
javax,security,javax.security.auth.login.AppConfigurationEntry.LoginModuleControlFlag,,
jakarta,servlet,jakarta.servlet.RequestDispatcher,,
jakarta,servlet,jakarta.servlet.http.Cookie,,
testcontainers,containers,org.testcontainers.containers.MariaDBContainer,,
testcontainers,containers,org.testcontainers.containers.output.Slf4jLogConsumer,,
directory,server,org.apache.directory.server.annotations.CreateLdapServer,,
directory,server,org.apache.directory.server.annotations.CreateTransport,,
io,io,java.io.OutputStream,,
directory,server,org.apache.directory.server.core.annotations.ApplyLdifs,,
javax,xml,javax.xml.catalog.Catalog,,
jakarta,servlet,jakarta.servlet.ServletContext,,
directory,server,org.apache.directory.server.core.annotations.CreateDS,,
jakarta,servlet,jakarta.servlet.ServletOutputStream,,
directory,server,org.apache.directory.server.core.annotations.CreatePartition,,
eclipse,jetty,org.eclipse.jetty.server.AbstractConnectionFactory,,
jakarta,servlet,jakarta.servlet.http.HttpServletRequestWrapper,,
eclipse,jetty,org.eclipse.jetty.server.Connector,,
jakarta,servlet,jakarta.servlet.http.HttpServletResponseWrapper,,
io,io,java.io.BufferedWriter,,
io,io,java.io.File,,
javax,xml,javax.xml.parsers.ParserConfigurationException,,
io,io,java.io.InputStream,,
nio,file,java.nio.file.attribute.PosixFilePermission,,
io,io,java.io.OutputStreamWriter,,
nio,file,java.nio.file.attribute.PosixFilePermissions,,
io,io,java.io.Reader,,
lang,reflect,java.lang.reflect.Array,,
lang,reflect,java.lang.reflect.Field,,
util,util,java.util.Collection,,
util,util,java.util.Date,,
util,util,java.util.Enumeration,,
util,util,java.util.Locale,,
util,concurrent,java.util.concurrent.Executors,,
util,concurrent,java.util.concurrent.ScheduledExecutorService,,
w3c,dom,org.w3c.dom.Element,,
w3c,dom,org.w3c.dom.NodeList,,
xml,sax,org.xml.sax.EntityResolver,,
xml,sax,org.xml.sax.InputSource,,
xml,sax,org.xml.sax.SAXException,,
jakarta,servlet,jakarta.servlet.ServletConfig,,
util,jar,java.util.jar.JarOutputStream,,
jakarta,servlet,jakarta.servlet.ServletRequest,,
jakarta,servlet,jakarta.servlet.ServletRequestWrapper,,
jakarta,servlet,jakarta.servlet.ServletResponse,,
jakarta,servlet,jakarta.servlet.ServletResponseWrapper,,
jakarta,servlet,jakarta.servlet.UnavailableException,,
lang,module,java.lang.module.ModuleFinder,,
directory,server,org.apache.directory.server.core.integ.AbstractLdapTestUnit,,
directory,server,org.apache.directory.server.core.integ.ApacheDSTestExtension,,
eclipse,jetty,org.eclipse.jetty.server.handler.SizeLimitHandler,,
time,time,java.time.ZoneOffset,,
jakarta,servlet,jakarta.servlet.http.Part,,
eclipse,jetty,org.eclipse.jetty.quic.client.QuicTransport,,
eclipse,jetty,org.eclipse.jetty.http2.server.AuthorityCustomizer,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_ENCODING,,
hamcrest,hamcrest,org.hamcrest.Matcher,,
eclipse,jetty,org.eclipse.jetty.security.jaas.spi.LdapLoginModule,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_LENGTH,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_TYPE,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.ETAG,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.LAST_MODIFIED,,
util,util,java.util.ListIterator,,
util,concurrent,java.util.concurrent.CopyOnWriteArrayList,,
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.LOCATION,,
jakarta,websocket,jakarta.websocket.OnClose,,
jakarta,websocket,jakarta.websocket.OnMessage,,
jakarta,websocket,jakarta.websocket.OnOpen,,
jakarta,websocket,jakarta.websocket.RemoteEndpoint,,
hamcrest,Matchers,org.hamcrest.Matchers.hasItem,,
jakarta,websocket,jakarta.websocket.server.ServerEndpoint,,
eclipse,jetty,org.eclipse.jetty.http2.frames.FailureFrame,,
eclipse,jetty,org.eclipse.jetty.http2.frames.Frame,,
eclipse,jetty,org.eclipse.jetty.http2.frames.FrameType,,
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.containsHeader,,
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.containsHeaderValue,,
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.headerValue,,
eclipse,jetty,org.eclipse.jetty.http2.frames.PrefaceFrame,,
eclipse,jetty,org.eclipse.jetty.quic.common.QuicSessionContainer,,
eclipse,jetty,org.eclipse.jetty.websocket.tests.util.FutureCallback,,
jakarta,servlet,jakarta.servlet.http.HttpServletMapping,,
infinispan,commons,org.infinispan.commons.configuration.StringConfiguration,,
eclipse,jetty,org.eclipse.jetty.http2.frames.StreamFrame,,
eclipse,jetty,org.eclipse.jetty.http2.RateControl,,
eclipse,jetty,org.eclipse.jetty.http2.generator.Generator,,
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackEncoder,,
eclipse,jetty,org.eclipse.jetty.util.StringUtil,,
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackException,,
lang,reflect,java.lang.reflect.Executable,,
eclipse,jetty,org.eclipse.jetty.http2.internal.HTTP2Flusher,,
eclipse,jetty,org.eclipse.jetty.xml.XmlParser.Node,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.jakarta.server.config.JakartaWebSocketConfiguration,,
eclipse,jetty,org.eclipse.jetty.ee10.servlet.util.ServletOutputStreamWrapper,,
lang,reflect,java.lang.reflect.Parameter,,
eclipse,jetty,org.eclipse.jetty.util.AtomicBiInteger,,
io,io,java.io.PrintStream,,
hamcrest,Matchers,org.hamcrest.Matchers.oneOf,,
net,net,java.net.URLClassLoader,,
util,util,java.util.Calendar,,
util,util,java.util.GregorianCalendar,,
eclipse,jetty,org.eclipse.jetty.server.Components,,
eclipse,jetty,org.eclipse.jetty.server.ConnectionMetaData,,
eclipse,jetty,org.eclipse.jetty.util.CountingCallback,,
eclipse,jetty,org.eclipse.jetty.util.MathUtils,,
eclipse,jetty,org.eclipse.jetty.io.WriterOutputStream,,
eclipse,jetty,org.eclipse.jetty.server.TunnelSupport,,
io,io,java.io.ByteArrayOutputStream,,
lang,instrument,java.lang.instrument.ClassFileTransformer,,
util,util,java.util.UUID,,
lang,instrument,java.lang.instrument.IllegalClassFormatException,,
eclipse,jetty,org.eclipse.jetty.http3.client.internal.ClientHTTP3StreamConnection,,
jakarta,servlet,jakarta.servlet.http.HttpSession,,
eclipse,jetty,org.eclipse.jetty.util.MultiMap,,
util,util,java.util.HashSet,,
util,util,java.util.Set,,
jakarta,servlet,jakarta.servlet.Filter,,
jakarta,servlet,jakarta.servlet.FilterChain,,
jakarta,servlet,jakarta.servlet.FilterConfig,,
util,zip,java.util.zip.GZIPInputStream,,
eclipse,jetty,org.eclipse.jetty.server.Session.API,,
slf4j,event,org.slf4j.event.Level,,
util,util,java.util.EnumSet,,
jakarta,annotation,jakarta.annotation.PostConstruct,,
jakarta,annotation,jakarta.annotation.PreDestroy,,
jakarta,servlet,jakarta.servlet.DispatcherType,,
jakarta,servlet,jakarta.servlet.FilterRegistration,,
jakarta,servlet,jakarta.servlet.HttpConstraintElement,,
jakarta,servlet,jakarta.servlet.ServletContextAttributeEvent,,
jakarta,servlet,jakarta.servlet.ServletContextAttributeListener,,
jakarta,servlet,jakarta.servlet.ServletContextEvent,,
jakarta,servlet,jakarta.servlet.ServletContextListener,,
slf4j,slf4j,org.slf4j.Marker,,
jakarta,servlet,jakarta.servlet.ServletRegistration,,
jakarta,servlet,jakarta.servlet.ServletRequestAttributeEvent,,
slf4j,event,org.slf4j.event.LoggingEvent,,
slf4j,helpers,org.slf4j.helpers.SubstituteLogger,,
slf4j,spi,org.slf4j.spi.LocationAwareLogger,,
javax,xml,javax.xml.parsers.SAXParser,,
javax,xml,javax.xml.parsers.SAXParserFactory,,
jakarta,servlet,jakarta.servlet.ServletRequestAttributeListener,,
eclipse,jetty,org.eclipse.jetty.util.LazyList,,
eclipse,jetty,org.eclipse.jetty.util.ArrayUtil,,
jakarta,servlet,jakarta.servlet.ServletSecurityElement,,
jakarta,servlet,jakarta.servlet.annotation.ServletSecurity,,
eclipse,jetty,org.eclipse.jetty.session.CachingSessionDataStore,,
jakarta,servlet,jakarta.servlet.http.HttpSessionActivationListener,,
jakarta,servlet,jakarta.servlet.http.HttpSessionAttributeListener,,
jakarta,servlet,jakarta.servlet.http.HttpSessionBindingEvent,,
jakarta,servlet,jakarta.servlet.http.HttpSessionEvent,,
jakarta,servlet,jakarta.servlet.http.HttpSessionListener,,
testcontainers,containers,org.testcontainers.containers.BindMode,,
util,concurrent,java.util.concurrent.ConcurrentSkipListMap,,
security,security,java.security.PermissionCollection,,
security,security,java.security.PrivilegedExceptionAction,,
hamcrest,Matchers,org.hamcrest.Matchers.lessThan,,
nio,channels,java.nio.channels.ClosedByInterruptException,,
eclipse,jetty,org.eclipse.jetty.ee9.webapp.RelativeOrdering,,
eclipse,jetty,org.eclipse.jetty.ee9.websocket.jakarta.server.config.JakartaWebSocketConfiguration,,
testcontainers,containers,org.testcontainers.containers.wait.strategy.Wait,,
eclipse,jetty,org.eclipse.jetty.fcgi.client.transport.internal.HttpConnectionOverFCGI,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.server.JettyServerUpgradeRequest,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.server.JettyServerUpgradeResponse,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.server.JettyWebSocketCreator,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.server.JettyWebSocketServlet,,
eclipse,jetty,org.eclipse.jetty.ee10.websocket.server.JettyWebSocketServletFactory,,
eclipse,jetty,org.eclipse.jetty.ee10.proxy.AsyncProxyServlet,,
xml,sax,org.xml.sax.XMLReader,,
jakarta,servlet,jakarta.servlet.ReadListener,,
eclipse,jetty,org.eclipse.jetty.session.test.tools.MemcachedTestHelper,,
eclipse,jetty,org.eclipse.jetty.client.transport.IConnection,,
javax,naming,javax.naming.InitialContext,,
javax,sql,javax.sql.DataSource,,
eclipse,jetty,org.eclipse.jetty.client.transport.SendFailure,,
jakarta,servlet,jakarta.servlet.ServletInputStream,,
jakarta,servlet,jakarta.servlet.WriteListener,,
eclipse,jetty,org.eclipse.jetty.http.ComplianceViolation,,
eclipse,jetty,org.eclipse.jetty.util.thread.Invocable.InvocationType.BLOCKING,,
jakarta,transaction,jakarta.transaction.UserTransaction,,
eclipse,jetty,org.eclipse.jetty.util.thread.Invocable.InvocationType.EITHER,,
text,text,java.text.SimpleDateFormat,,
eclipse,jetty,org.eclipse.jetty.util.thread.Invocable.InvocationType.NON_BLOCKING,,
util,util,java.util.StringTokenizer,,
jakarta,servlet,jakarta.servlet.jsp.JspContext,,
jakarta,servlet,jakarta.servlet.jsp.JspException,,
jakarta,servlet,jakarta.servlet.jsp.tagext.JspFragment,,
jakarta,servlet,jakarta.servlet.jsp.tagext.SimpleTagSupport,,
slf4j,slf4j,org.slf4j.IMarkerFactory,,
util,util,java.util.TimeZone,,
eclipse,jetty,org.eclipse.jetty.server.internal.HttpConnection,,
jakarta,servlet,jakarta.servlet.jsp.JspTagException,,
jakarta,servlet,jakarta.servlet.jsp.PageContext,,
jakarta,servlet,jakarta.servlet.jsp.tagext.BodyContent,,
jakarta,servlet,jakarta.servlet.jsp.tagext.BodyTagSupport,,
jakarta,servlet,jakarta.servlet.jsp.tagext.Tag,,
slf4j,helpers,org.slf4j.helpers.BasicMarkerFactory,,
slf4j,helpers,org.slf4j.helpers.NOPMDCAdapter,,
slf4j,spi,org.slf4j.spi.MDCAdapter,,
slf4j,spi,org.slf4j.spi.SLF4JServiceProvider,,
eclipse,jetty,org.eclipse.jetty.ee9.security.SecurityHandler,,
hamcrest,Matchers,org.hamcrest.Matchers.containsInRelativeOrder,,
security,security,java.security.KeyManagementException,,
eclipse,jetty,org.eclipse.jetty.client.GZIPContentDecoder,,
javax,xml,javax.xml.catalog.CatalogFeatures,,
javax,xml,javax.xml.catalog.CatalogManager,,
javax,xml,javax.xml.catalog.CatalogResolver,,
util,util,java.util.IdentityHashMap,,
eclipse,jetty,org.eclipse.jetty.http.MimeTypes,,
sql,sql,java.sql.Connection,,
sql,sql,java.sql.SQLException,,
util,logging,java.util.logging.Logger,,
jakarta,mail,jakarta.mail.Address,,
jakarta,mail,jakarta.mail.Message,,
jakarta,mail,jakarta.mail.MessagingException,,
jakarta,mail,jakarta.mail.Session,,
jakarta,mail,jakarta.mail.Transport,,
jakarta,mail,jakarta.mail.URLName,,
javax,naming,javax.naming.Reference,,
jakarta,transaction,jakarta.transaction.HeuristicMixedException,,
jakarta,transaction,jakarta.transaction.HeuristicRollbackException,,
jakarta,transaction,jakarta.transaction.NotSupportedException,,
jakarta,transaction,jakarta.transaction.RollbackException,,
jakarta,transaction,jakarta.transaction.SystemException,,
util,util,java.util.Hashtable,,
javax,naming,javax.naming.Context,,
javax,naming,javax.naming.Name,,
javax,naming,javax.naming.spi.ObjectFactory,,
slf4j,helpers,org.slf4j.helpers.FormattingTuple,,
slf4j,helpers,org.slf4j.helpers.MessageFormatter,,
xml,sax,org.xml.sax.Attributes,,
eclipse,jetty,org.eclipse.jetty.server.ProxyConnectionFactory,,
