eclipse,jetty,org.eclipse.jetty.util.annotation.ManagedObject,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.util.annotation.ManagedOperation,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.util.annotation.Name,Utility,System Tools
eclipse,jetty,org.eclipse.jetty.ee9.websocket.tests.GetAuthHeaderEndpoint,Test,Integration Testing
eclipse,jetty,org.eclipse.jetty.server.handler.ContextHandler.ContextScopeListener,Microservices/Services,Service Communication
util,util,java.util.ArrayList,Data Structure,Linear Structures
io,io,java.io.UncheckedIOException,Error Handling,Exception Handling
eclipse,jetty,org.eclipse.jetty.websocket.core.RawFrameBuilder,Network,Data Transmission
nio,channels,java.nio.channels.ReadableByteChannel,Input-Output,Data Reading
eclipse,jetty,org.eclipse.jetty.ee9.webapp.StandardDescriptorProcessor,Microservices/Services,Service Deployment
eclipse,jetty,org.eclipse.jetty.ee9.security.jaspi.JaspiAuthenticatorFactory,Security,Authentication
eclipse,jetty,org.eclipse.jetty.server.FormFields,Input-Output,Data Reading
eclipse,jetty,org.eclipse.jetty.fcgi.FCGI,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.quic.quiche.foreign.ForeignQuicheBinding,Network,Protocol Implementation
net,net,java.net.InetSocketAddress,Network,Connection Management
net,net,java.net.URI,Network,Protocol Implementation
nio,charset,java.nio.charset.StandardCharsets,Internationalization,Language Support
time,time,java.time.Duration,Utility,System Tools
util,util,java.util.Arrays,Utility,Data Conversion
util,util,java.util.Random,Utility,System Tools
util,concurrent,java.util.concurrent.TimeUnit,Multi-Thread,Concurrency Control
util,concurrent,java.util.concurrent.atomic.AtomicInteger,Multi-Thread,Thread Safety
util,concurrent,java.util.concurrent.atomic.AtomicLong,Multi-Thread,Thread Safety
eclipse,jetty,org.eclipse.jetty.websocket.api.Session,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.websocket.client.ClientUpgradeRequest,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.websocket.client.WebSocketClient,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.websocket.core.OpCode,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.ee9.websocket.tests.SimpleStatusServlet,Test,Integration Testing
eclipse,jetty,org.eclipse.jetty.security.Constraint,Security,Authorization
eclipse,jetty,org.eclipse.jetty.security.HashLoginService,Security,Authentication
eclipse,jetty,org.eclipse.jetty.security.LoginService,Security,Authentication
util,concurrent,java.util.concurrent.CountDownLatch,Multi-Thread,Synchronization
eclipse,jetty,org.eclipse.jetty.security.SecurityHandler,Security,Authentication
eclipse,jetty,org.eclipse.jetty.websocket.api.Callback,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.security.authentication.BasicAuthenticator,Security,Authentication
eclipse,jetty,org.eclipse.jetty.websocket.api.StatusCode,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketClose,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketMessage,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.OnWebSocketOpen,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.websocket.api.annotations.WebSocket,Network,Data Transmission
io,io,java.io.IOException,Input-Output,Data Reading
jakarta,servlet,jakarta.servlet.ServletException,Error Handling,Exception Handling
jakarta,servlet,jakarta.servlet.http.HttpServlet,Application,Integration
jakarta,servlet,jakarta.servlet.http.HttpServletRequest,Application,App Configuration
jakarta,servlet,jakarta.servlet.http.HttpServletResponse,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.security.authentication.DigestAuthenticator,Security,Authentication
util,zip,java.util.zip.ZipEntry,Utility,Backup Tools
util,zip,java.util.zip.ZipOutputStream,Input-Output,Data Writing
jakarta,websocket,jakarta.websocket.CloseReason,Network,Connection Management
jakarta,websocket,jakarta.websocket.Endpoint,Network,Data Transmission
jakarta,websocket,jakarta.websocket.EndpointConfig,Network,Connection Management
jakarta,websocket,jakarta.websocket.MessageHandler,Network,Data Transmission
jakarta,websocket,jakarta.websocket.Session,Network,Connection Management
util,util,java.util.Collections,Utility,Performance Tools
util,util,java.util.List,Data Structure,Linear Structures
util,util,java.util.Map,Data Structure,Data Manipulation
jakarta,websocket,jakarta.websocket.ClientEndpointConfig,Network,Connection Management
lang,management,java.lang.management.ManagementFactory,Utility,Performance Tools
eclipse,jetty,org.eclipse.jetty.http2.frames.ContinuationFrame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.util.Atomics,Utility,System Tools
eclipse,jetty,org.eclipse.jetty.quic.client.ClientProtocolSession,Network,Protocol Implementation
jakarta,websocket,jakarta.websocket.WebSocketContainer,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.client.HttpClient,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.client.transport.HttpClientTransportOverHTTP,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.ee10.websocket.jakarta.client.JakartaWebSocketClientContainerProvider,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.io.ClientConnector,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.jmx.MBeanContainer,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.util.component.Container,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.util.component.LifeCycle,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.util.ssl.SslContextFactory,Security,Encryption
io,io,java.io.FileNotFoundException,Input-Output,File Management
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicSession,Network,Protocol Implementation
net,net,java.net.URL,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.util.resource.ResourceFactory,Utility,System Tools
jakarta,websocket,jakarta.websocket.ContainerProvider,Network,Connection Management
nio,nio,java.nio.ReadOnlyBufferException,Error Handling,Exception Handling
eclipse,jetty,org.eclipse.jetty.websocket.core.WebSocketTester,Test,Integration Testing
eclipse,jetty,org.eclipse.jetty.client.Authentication.ANY_REALM,Security,Authentication
hamcrest,Matchers,org.hamcrest.Matchers.equalToIgnoringCase,Test,Unit Testing
eclipse,jetty,org.eclipse.jetty.server.ForwardedRequestCustomizer,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.content.CachingHttpContentFactory,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.server.LocalConnector,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.session.infinispan.SessionDataMarshaller,Microservices/Services,Service Communication
eclipse,jetty,org.eclipse.jetty.websocket.core.AbstractExtension,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.session.SessionHandler,Microservices/Services,Service Communication
net,net,java.net.ServerSocket,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.ee9.nested.HttpChannelState,Network,Protocol Implementation
javax,security,javax.security.auth.callback.NameCallback,Security,Authentication
javax,security,javax.security.auth.callback.UnsupportedCallbackException,Security,Authentication
junit,jupiter,org.junit.jupiter.api.TestInstance,Test,Unit Testing
nio,charset,java.nio.charset.StandardCharsets.UTF_16,Internationalization,Language Support
javax,security,javax.security.auth.login.FailedLoginException,Security,Authentication
eclipse,jetty,org.eclipse.jetty.ee9.websocket.jakarta.client.JakartaWebSocketClientContainerProvider,Network,Data Transmission
infinispan,client,org.infinispan.client.hotrod.configuration.ClientIntelligence,Databases,Database Optimization
jakarta,servlet,jakarta.servlet.http.MappingMatch,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.security.jaas.callback.DefaultCallbackHandler,Security,Authentication
infinispan,client,org.infinispan.client.hotrod.configuration.Configuration,Databases,Database Optimization
eclipse,jetty,org.eclipse.jetty.http2.frames.GoAwayFrame,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.ee10.servlet.ServletContextHandler.JspPropertyGroup,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.http2.frames.PingFrame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.frames.PriorityFrame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.frames.PushPromiseFrame,Network,Protocol Implementation
security,security,java.security.InvalidKeyException,Security,Encryption
eclipse,jetty,org.eclipse.jetty.http2.frames.SettingsFrame,Network,Protocol Implementation
nio,charset,java.nio.charset.StandardCharsets.US_ASCII,Internationalization,Language Support
eclipse,jetty,org.eclipse.jetty.ee10.servlet.ServletContextHandler.TagLib,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.Session,Network,Data Transmission
util,util,java.util.Formatter,Utility,Data Conversion
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.WebSocketAdapter,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.ee9.websocket.client.ClientUpgradeRequest,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.ee9.websocket.client.WebSocketClient,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.http2.parser.Parser,Parser,Syntax Parsing
eclipse,jetty,org.eclipse.jetty.session.ManagedSession,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.server.TrailingSlashAliasChecker,Application,App Configuration
security,security,java.security.NoSuchProviderException,Security,Encryption
eclipse,jetty,org.eclipse.jetty.ee9.webapp.DefaultsDescriptor,Application,App Configuration
security,security,java.security.PublicKey,Security,Encryption
security,security,java.security.SignatureException,Security,Authentication
security,cert,java.security.cert.CertificateEncodingException,Security,Authentication
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.StatusCode,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketClose,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketConnect,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.OnWebSocketMessage,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.ee9.websocket.api.annotations.WebSocket,Network,Data Transmission
acme,acme,com.acme.Derived,Application,Plugin Management
eclipse,jetty,org.eclipse.jetty.jmx.ObjectMBean,DevOps,Monitoring and Logging
eclipse,jetty,org.eclipse.jetty.io.DatagramChannelEndPoint,Network,Data Transmission
security,cert,java.security.cert.CertificateExpiredException,Security,Authentication
security,cert,java.security.cert.CertificateNotYetValidException,Security,Authentication
slf4j,slf4j,org.slf4j.Logger,Logging,Error Logs
slf4j,slf4j,org.slf4j.LoggerFactory,Logging,Event Logging
acme,acme,com.acme.Managed,Utility,System Tools
eclipse,jetty,org.eclipse.jetty.security.PropertyUserStore,Security,Authentication
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackDecoder,Network,Protocol Implementation
openjdk,jmh,org.openjdk.jmh.profile.AsyncProfiler,Application Performance Manager,Performance Monitoring
eclipse,jetty,org.eclipse.jetty.ee9.servlets.DoSFilter.RateTracker,Security,Intrusion Detection
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicConfiguration,Network,Protocol Implementation
jakarta,servlet,jakarta.servlet.ServletRequestEvent,Event Handling,System Events
jakarta,servlet,jakarta.servlet.ServletRequestListener,Event Handling,System Events
eclipse,jetty,org.eclipse.jetty.quic.client.ClientQuicConnection,Network,Connection Management
util,util,java.util.HashMap,Data Structure,Data Manipulation
util,util,java.util.LinkedList,Data Structure,Linear Structures
util,util,java.util.Queue,Data Structure,Linear Structures
util,concurrent,java.util.concurrent.atomic.AtomicReference,Multi-Thread,Thread Safety
jakarta,servlet,jakarta.servlet.AsyncContext,Microservices/Services,Service Communication
jakarta,servlet,jakarta.servlet.AsyncEvent,Event Handling,Asynchronous Processing
jakarta,servlet,jakarta.servlet.AsyncListener,Event Handling,Asynchronous Processing
io,io,java.io.PrintWriter,Input-Output,Data Writing
javax,security,javax.security.auth.login.AppConfigurationEntry.LoginModuleControlFlag,Security,Authentication
jakarta,servlet,jakarta.servlet.RequestDispatcher,Application,Integration
jakarta,servlet,jakarta.servlet.http.Cookie,Application,App Configuration
testcontainers,containers,org.testcontainers.containers.MariaDBContainer,Test,Integration Testing
testcontainers,containers,org.testcontainers.containers.output.Slf4jLogConsumer,Logging,Event Logging
directory,server,org.apache.directory.server.annotations.CreateLdapServer,Application,Integration
directory,server,org.apache.directory.server.annotations.CreateTransport,DevOps,Configuration Management
io,io,java.io.OutputStream,Input-Output,Data Writing
directory,server,org.apache.directory.server.core.annotations.ApplyLdifs,Application,App Configuration
javax,xml,javax.xml.catalog.Catalog,Utility,System Tools
jakarta,servlet,jakarta.servlet.ServletContext,Application,App Configuration
directory,server,org.apache.directory.server.core.annotations.CreateDS,Databases,Schema Design
jakarta,servlet,jakarta.servlet.ServletOutputStream,Input-Output,Data Writing
directory,server,org.apache.directory.server.core.annotations.CreatePartition,Databases,Schema Design
eclipse,jetty,org.eclipse.jetty.server.AbstractConnectionFactory,Network,Connection Management
jakarta,servlet,jakarta.servlet.http.HttpServletRequestWrapper,Application,Integration
eclipse,jetty,org.eclipse.jetty.server.Connector,Network,Connection Management
jakarta,servlet,jakarta.servlet.http.HttpServletResponseWrapper,Application,Integration
io,io,java.io.BufferedWriter,Input-Output,Data Writing
io,io,java.io.File,Input-Output,File Management
javax,xml,javax.xml.parsers.ParserConfigurationException,Parser,Error Recovery
io,io,java.io.InputStream,Input-Output,Data Reading
nio,file,java.nio.file.attribute.PosixFilePermission,Input-Output,File Management
io,io,java.io.OutputStreamWriter,Input-Output,Data Writing
nio,file,java.nio.file.attribute.PosixFilePermissions,Input-Output,File Management
io,io,java.io.Reader,Input-Output,Data Reading
lang,reflect,java.lang.reflect.Array,Utility,System Tools
lang,reflect,java.lang.reflect.Field,Utility,System Tools
util,util,java.util.Collection,Data Structure,Data Manipulation
util,util,java.util.Date,Utility,System Tools
util,util,java.util.Enumeration,Utility,System Tools
util,util,java.util.Locale,Internationalization,Language Support
util,concurrent,java.util.concurrent.Executors,Multi-Thread,Parallel Processing
util,concurrent,java.util.concurrent.ScheduledExecutorService,Multi-Thread,Parallel Processing
w3c,dom,org.w3c.dom.Element,Application,App Configuration
w3c,dom,org.w3c.dom.NodeList,Data Structure,Tree Structures
xml,sax,org.xml.sax.EntityResolver,Parser,Validation
xml,sax,org.xml.sax.InputSource,Parser,Syntax Parsing
xml,sax,org.xml.sax.SAXException,Error Handling,Exception Handling
jakarta,servlet,jakarta.servlet.ServletConfig,Application,App Configuration
util,jar,java.util.jar.JarOutputStream,Input-Output,Data Writing
jakarta,servlet,jakarta.servlet.ServletRequest,Application,App Configuration
jakarta,servlet,jakarta.servlet.ServletRequestWrapper,Application,App Configuration
jakarta,servlet,jakarta.servlet.ServletResponse,Application,Integration
jakarta,servlet,jakarta.servlet.ServletResponseWrapper,Application,Integration
jakarta,servlet,jakarta.servlet.UnavailableException,Error Handling,Exception Handling
lang,module,java.lang.module.ModuleFinder,Language,Standard Libraries
directory,server,org.apache.directory.server.core.integ.AbstractLdapTestUnit,Test,Integration Testing
directory,server,org.apache.directory.server.core.integ.ApacheDSTestExtension,Test,Integration Testing
eclipse,jetty,org.eclipse.jetty.server.handler.SizeLimitHandler,Application,App Configuration
time,time,java.time.ZoneOffset,Utility,System Tools
jakarta,servlet,jakarta.servlet.http.Part,Application,Integration
eclipse,jetty,org.eclipse.jetty.quic.client.QuicTransport,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.server.AuthorityCustomizer,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_ENCODING,Network,Data Transmission
hamcrest,hamcrest,org.hamcrest.Matcher,Test,Unit Testing
eclipse,jetty,org.eclipse.jetty.security.jaas.spi.LdapLoginModule,Security,Authentication
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_LENGTH,Network,Data Transmission
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.CONTENT_TYPE,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.ETAG,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.LAST_MODIFIED,Network,Protocol Implementation
util,util,java.util.ListIterator,Data Structure,Linear Structures
util,concurrent,java.util.concurrent.CopyOnWriteArrayList,Data Structure,Linear Structures
eclipse,jetty,org.eclipse.jetty.http.HttpHeader.LOCATION,Network,Protocol Implementation
jakarta,websocket,jakarta.websocket.OnClose,Network,Connection Management
jakarta,websocket,jakarta.websocket.OnMessage,Network,Data Transmission
jakarta,websocket,jakarta.websocket.OnOpen,Network,Connection Management
jakarta,websocket,jakarta.websocket.RemoteEndpoint,Network,Data Transmission
hamcrest,Matchers,org.hamcrest.Matchers.hasItem,Test,Unit Testing
jakarta,websocket,jakarta.websocket.server.ServerEndpoint,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.http2.frames.FailureFrame,Error Handling,Exception Handling
eclipse,jetty,org.eclipse.jetty.http2.frames.Frame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.frames.FrameType,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.containsHeader,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.containsHeaderValue,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http.tools.matchers.HttpFieldsMatchers.headerValue,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.frames.PrefaceFrame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.quic.common.QuicSessionContainer,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.websocket.tests.util.FutureCallback,Test,Unit Testing
jakarta,servlet,jakarta.servlet.http.HttpServletMapping,Application,App Configuration
infinispan,commons,org.infinispan.commons.configuration.StringConfiguration,Configuration,DomainError
eclipse,jetty,org.eclipse.jetty.http2.frames.StreamFrame,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.RateControl,Network,Bandwidth Optimization
eclipse,jetty,org.eclipse.jetty.http2.generator.Generator,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackEncoder,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.util.StringUtil,Utility,Data Conversion
eclipse,jetty,org.eclipse.jetty.http2.hpack.HpackException,Error Handling,Exception Handling
lang,reflect,java.lang.reflect.Executable,Utility,System Tools
eclipse,jetty,org.eclipse.jetty.http2.internal.HTTP2Flusher,Network,Protocol Implementation
eclipse,jetty,org.eclipse.jetty.xml.XmlParser.Node,Parser,Syntax Parsing
eclipse,jetty,org.eclipse.jetty.ee10.websocket.jakarta.server.config.JakartaWebSocketConfiguration,Microservices/Services,Service Communication
eclipse,jetty,org.eclipse.jetty.ee10.servlet.util.ServletOutputStreamWrapper,Input-Output,Data Writing
lang,reflect,java.lang.reflect.Parameter,Language,Standard Libraries
eclipse,jetty,org.eclipse.jetty.util.AtomicBiInteger,Multi-Thread,Thread Safety
io,io,java.io.PrintStream,Input-Output,Data Writing
hamcrest,Matchers,org.hamcrest.Matchers.oneOf,Test,Unit Testing
net,net,java.net.URLClassLoader,Utility,System Tools
util,util,java.util.Calendar,Utility,System Tools
util,util,java.util.GregorianCalendar,Utility,System Tools
eclipse,jetty,org.eclipse.jetty.server.Components,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.server.ConnectionMetaData,Network,Connection Management
eclipse,jetty,org.eclipse.jetty.util.CountingCallback,Utility,Performance Tools
eclipse,jetty,org.eclipse.jetty.util.MathUtils,Utility,Performance Tools
eclipse,jetty,org.eclipse.jetty.io.WriterOutputStream,Input-Output,Data Writing
eclipse,jetty,org.eclipse.jetty.server.TunnelSupport,Network,Protocol Implementation
io,io,java.io.ByteArrayOutputStream,Input-Output,Data Writing
lang,instrument,java.lang.instrument.ClassFileTransformer,Utility,Performance Tools
util,util,java.util.UUID,Utility,System Tools
lang,instrument,java.lang.instrument.IllegalClassFormatException,Error Handling,Exception Handling
eclipse,jetty,org.eclipse.jetty.http3.client.internal.ClientHTTP3StreamConnection,Network,Connection Management
jakarta,servlet,jakarta.servlet.http.HttpSession,Application,App Configuration
eclipse,jetty,org.eclipse.jetty.util.MultiMap,Data Structure,Data Manipulation
util,util,java.util.HashSet,Data Structure,Linear Structures
util,util,java.util.Set,Data Structure,Tree Structures
jakarta,servlet,jakarta.servlet.Filter,Application,App Configuration
jakarta,servlet,jakarta.servlet.FilterChain,Application,Integration
jakarta,servlet,jakarta.servlet.FilterConfig,Application,App Configuration
util,zip,java.util.zip.GZIPInputStream,Input-Output,Data Reading
eclipse,jetty,org.eclipse.jetty.server.Session.API,Microservices/Services,Service Communication
slf4j,event,org.slf4j.event.Level,Logging,Event Logging
util,util,java.util.EnumSet,Data Structure,Data Manipulation
jakarta,annotation,jakarta.annotation.PostConstruct,Application,App Configuration
jakarta,annotation,jakarta.annotation.PreDestroy,Application,App Configuration
jakarta,servlet,jakarta.servlet.DispatcherType,Application,App Configuration
jakarta,servlet,jakarta.servlet.FilterRegistration,Application,App Configuration
jakarta,servlet,jakarta.servlet.HttpConstraintElement,Security,Authorization
